valid,complete,collision_free,runtime,mean_path_length,turning_angle,curvature_proxy,min_clearance,mean_node_count,failure_reason,samples,expanded_nodes,collision_checks,validator_calls,apf_calls,lookahead_trials,experiment,map_id,map_group,algorithm,seed,validator_version,scenario_hash
1,1,1,0.05337351100001797,1000.1997332538052,0.018406357906882,0.0012270905271254673,1.3556551300417752,86.0,,1041,188,1717,27,109,0,random,D1_50003,D1,APFMultiRRT,8003,exact_geometry_v2,c0c31ba05dd748ea3b3ffe98a3aafabf9adb21b94579cbc0493a54ee560a820c
1,1,1,0.3572362659999726,971.4688850754374,0.018516705654844156,0.0012344470436562772,3.648280531639834,83.33333333333333,,948,168,6339,34,5151,2888,random,D1_50003,D1,RALMultiRRT,8003,exact_geometry_v2,c0c31ba05dd748ea3b3ffe98a3aafabf9adb21b94579cbc0493a54ee560a820c
1,1,1,0.011947718999635981,1053.2667439226052,0.014945871381672768,0.0009963914254448511,0.19190315336813057,90.0,,213,116,772,30,0,0,random,D1_50004,D1,MultiRRT,8004,exact_geometry_v2,690c7a6924ea27006abef9c4274809d62996b0d9acce328500609b4b277289ab
1,1,1,0.01679809899974316,1054.153374152743,0.014989196784591078,0.0009992797856394054,0.22023797826148694,90.0,,282,174,891,28,0,0,random,D1_50004,D1,RRTStar,8004,exact_geometry_v2,690c7a6924ea27006abef9c4274809d62996b0d9acce328500609b4b277289ab
1,1,1,0.017419845999938843,1054.153374152743,0.014989196784591078,0.0009992797856394054,0.22023797826148694,90.0,,282,174,1023,28,0,0,random,D1_50004,D1,RRTStarSmart,8004,exact_geometry_v2,690c7a6924ea27006abef9c4274809d62996b0d9acce328500609b4b277289ab
1,1,1,0.04736098699981994,978.9653189171762,0.01061457157648208,0.0007076381050988052,1.4727130277559368,84.33333333333333,,912,148,1697,30,96,0,random,D1_50004,D1,APFMultiRRT,8004,exact_geometry_v2,690c7a6924ea27006abef9c4274809d62996b0d9acce328500609b4b277289ab
1,1,1,0.33516592900014075,993.3216279816919,0.024433697185444764,0.0016289131456963177,1.5451646209739067,86.33333333333333,,897,161,6356,30,5154,2816,random,D1_50004,D1,RALMultiRRT,8004,exact_geometry_v2,690c7a6924ea27006abef9c4274809d62996b0d9acce328500609b4b277289ab
1,1,1,0.011023086000022886,979.8445212675302,0.010120132161704778,0.0006746754774469853,6.522500718801474,84.0,,183,110,688,25,0,0,random,D1_50005,D1,MultiRRT,8005,exact_geometry_v2,0d5212a24eb7ce05003d843c1674e731afd3a323811ae780a2c1c528863895d2
1,1,1,0.013356693000105224,994.7388775090975,0.016062949394507375,0.0010708632929671582,6.865460355036618,85.33333333333333,,253,168,774,23,0,0,random,D1_50005,D1,RRTStar,8005,exact_geometry_v2,0d5212a24eb7ce05003d843c1674e731afd3a323811ae780a2c1c528863895d2
1,1,1,0.015462826999964818,994.7388775090975,0.016062949394507375,0.0010708632929671582,6.865460355036618,85.33333333333333,,253,168,926,23,0,0,random,D1_50005,D1,RRTStarSmart,8005,exact_geometry_v2,0d5212a24eb7ce05003d843c1674e731afd3a323811ae780a2c1c528863895d2
1,1,1,0.05242970799986324,976.731281078631,0.0160678733345325,0.0010711915556354996,1.620680603045777,85.0,,1077,167,1728,29,101,0,random,D1_50005,D1,APFMultiRRT,8005,exact_geometry_v2,0d5212a24eb7ce05003d843c1674e731afd3a323811ae780a2c1c528863895d2
1,1,1,0.38736155499987035,975.9617628633077,0.013305300890264644,0.0008870200593509764,2.0401760876453015,83.66666666666667,,900,154,6301,29,5086,2724,random,D1_50005,D1,RALMultiRRT,8005,exact_geometry_v2,0d5212a24eb7ce05003d843c1674e731afd3a323811ae780a2c1c528863895d2
1,1,1,0.011099028999751681,991.808655182687,0.01759665309462127,0.0011731102063080848,3.071073184830091,85.0,,218,132,699,26,0,0,random,D1_50006,D1,MultiRRT,8006,exact_geometry_v2,599bfd726b7db42bca9bf17bc766424c925c46591b6abbacabab7fc676c0d2aa
1,1,1,0.014964156000132789,979.326136334732,0.01235990953056594,0.000823993968704396,5.57148477232445,84.0,,286,197,830,25,0,0,random,D1_50006,D1,RRTStar,8006,exact_geometry_v2,599bfd726b7db42bca9bf17bc766424c925c46591b6abbacabab7fc676c0d2aa
1,1,1,0.01687441600006423,979.326136334732,0.01235990953056594,0.000823993968704396,5.57148477232445,84.0,,286,197,974,25,0,0,random,D1_50006,D1,RRTStarSmart,8006,exact_geometry_v2,599bfd726b7db42bca9bf17bc766424c925c46591b6abbacabab7fc676c0d2aa
1,1,1,0.041710630999887144,1009.5241023591507,0.0193990236041864,0.0012932682402790935,5.385522901954435,86.33333333333333,,810,143,1505,24,82,0,random,D1_50006,D1,APFMultiRRT,8006,exact_geometry_v2,599bfd726b7db42bca9bf17bc766424c925c46591b6abbacabab7fc676c0d2aa
1,1,1,0.37190417799979514,990.5478800911222,0.010543388464634582,0.0007028925643089722,3.5363870811501386,84.66666666666667,,864,147,6697,24,5384,2864,random,D1_50006,D1,RALMultiRRT,8006,exact_geometry_v2,599bfd726b7db42bca9bf17bc766424c925c46591b6abbacabab7fc676c0d2aa
1,1,1,0.016104205999909027,1097.9196145848189,0.01887285815791922,0.0012581905438612813,1.1807001137162842,93.66666666666667,,258,140,817,28,0,0,random,D1_50007,D1,MultiRRT,8007,exact_geometry_v2,bc0cc724b4031c29a0d3276a804d057612fdb9f64abb403b1b6c0be243f97626
1,1,1,0.02443535499992322,1125.5471552457332,0.025633211502865075,0.0017088807668576716,5.740736548392192,96.0,,336,208,1042,31,0,0,random,D1_50007,D1,RRTStar,8007,exact_geometry_v2,bc0cc724b4031c29a0d3276a804d057612fdb9f64abb403b1b6c0be243f97626
1,1,1,0.027127924000296844,1125.5471552457332,0.025633211502865075,0.0017088807668576716,5.740736548392192,96.0,,336,208,1199,31,0,0,random,D1_50007,D1,RRTStarSmart,8007,exact_geometry_v2,bc0cc724b4031c29a0d3276a804d057612fdb9f64abb403b1b6c0be243f97626
1,1,1,0.05766198100013753,1020.0285234242937,0.023656886064897704,0.0015771257376598468,1.3742631176196198,87.33333333333333,,996,150,1750,31,96,0,random,D1_50007,D1,APFMultiRRT,8007,exact_geometry_v2,bc0cc724b4031c29a0d3276a804d057612fdb9f64abb403b1b6c0be243f97626
1,1,1,0.405272310999635,1001.9506587353284,0.04288732013464841,0.0028591546756432276,0.33919682476200563,87.66666666666667,,1347,164,6266,28,5059,2868,random,D1_50007,D1,RALMultiRRT,8007,exact_geometry_v2,bc0cc724b4031c29a0d3276a804d057612fdb9f64abb403b1b6c0be243f97626
1,1,1,0.008296696000343218,1001.51128660825,0.00939178805573973,0.0006261192037159819,9.179116182357859,85.66666666666667,,94,76,570,24,0,0,random,D1_50008,D1,MultiRRT,8008,exact_geometry_v2,9ca190e20d07bfb701551b9a9fce2c051897456664e30181d46c87eaad97bc37
1,1,1,0.013137172999449831,1000.2737848315695,0.00895377682505666,0.0005969184550037773,9.179116182357859,85.0,,166,142,743,26,0,0,random,D1_50008,D1,RRTStar,8008,exact_geometry_v2,9ca190e20d07bfb701551b9a9fce2c051897456664e30181d46c87eaad97bc37
1,1,1,0.015087512999798491,1000.2737848315695,0.00895377682505666,0.0005969184550037773,9.179116182357859,85.0,,166,142,876,26,0,0,random,D1_50008,D1,RRTStarSmart,8008,exact_geometry_v2,9ca190e20d07bfb701551b9a9fce2c051897456664e30181d46c87eaad97bc37
1,1,1,0.050141274999759844,1005.3349989866465,0.011687262828878409,0.0007791508552585604,2.116176081290316,86.33333333333333,,879,159,1607,27,91,0,random,D1_50008,D1,APFMultiRRT,8008,exact_geometry_v2,9ca190e20d07bfb701551b9a9fce2c051897456664e30181d46c87eaad97bc37
1,1,1,0.3960893179998948,990.6912434426337,0.018686112997391254,0.0012457408664927501,0.26802091869767963,85.33333333333333,,996,155,6498,28,5333,2872,random,D1_50008,D1,RALMultiRRT,8008,exact_geometry_v2,9ca190e20d07bfb701551b9a9fce2c051897456664e30181d46c87eaad97bc37
1,1,1,0.007298752999986391,967.7444908649517,0.010170094882635277,0.0006780063255090184,2.7514434153092253,83.0,,142,103,585,20,0,0,random,D1_50009,D1,MultiRRT,8009,exact_geometry_v2,76931d18030c585195708f9a46d9fe9bd2a208fc39a6808038150058d66ad5f3
1,1,1,0.01047257600021112,965.709422634293,0.007691611846904135,0.0005127741231269423,3.2229711559827443,82.66666666666667,,209,168,719,22,0,0,random,D1_50009,D1,RRTStar,8009,exact_geometry_v2,76931d18030c585195708f9a46d9fe9bd2a208fc39a6808038150058d66ad5f3
1,1,1,0.012123014999588122,965.709422634293,0.007691611846904135,0.0005127741231269423,3.2229711559827443,82.66666666666667,,209,168,858,22,0,0,random,D1_50009,D1,RRTStarSmart,8009,exact_geometry_v2,76931d18030c585195708f9a46d9fe9bd2a208fc39a6808038150058d66ad5f3
1,1,1,0.041905870000164214,975.5111241250124,0.01010620899924679,0.0006737472666164526,6.793553650324142,83.33333333333333,,870,152,1614,25,94,0,random,D1_50009,D1,APFMultiRRT,8009,exact_geometry_v2,76931d18030c585195708f9a46d9fe9bd2a208fc39a6808038150058d66ad5f3
1,1,1,0.3317194430001109,963.6422536842823,0.011545294718141317,0.0007696863145427543,4.843775078495209,83.0,,729,137,5778,26,4550,2456,random,D1_50009,D1,RALMultiRRT,8009,exact_geometry_v2,76931d18030c585195708f9a46d9fe9bd2a208fc39a6808038150058d66ad5f3
1,1,1,0.010352894000334345,986.3531533036931,0.00776227744971189,0.0005174851633141259,2.9086418034981545,84.33333333333333,,100,84,652,30,0,0,random,D1_50010,D1,MultiRRT,8010,exact_geometry_v2,45452c52540c83c93dd16dea5f46345725de1a4ca81d04093624742757301111
1,1,1,0.01082628900007876,986.3531533036931,0.00776227744971189,0.0005174851633141259,2.9086418034981545,84.33333333333333,,163,140,636,20,0,0,random,D1_50010,D1,RRTStar,8010,exact_geometry_v2,45452c52540c83c93dd16dea5f46345725de1a4ca81d04093624742757301111
1,1,1,0.01260078500013151,986.3531533036931,0.00776227744971189,0.0005174851633141259,2.9086418034981545,84.33333333333333,,163,140,756,20,0,0,random,D1_50010,D1,RRTStarSmart,8010,exact_geometry_v2,45452c52540c83c93dd16dea5f46345725de1a4ca81d04093624742757301111
1,1,1,0.05588683499991021,983.9412973516191,0.01034409786173194,0.0006896065241154629,12.95575590239357,84.0,,804,147,1592,28,88,0,random,D1_50010,D1,APFMultiRRT,8010,exact_geometry_v2,45452c52540c83c93dd16dea5f46345725de1a4ca81d04093624742757301111
1,1,1,0.4093577510000159,980.2153817934723,0.009395706006243343,0.0006263804004162228,6.879495319265267,83.66666666666667,,750,140,6627,26,5248,2772,random,D1_50010,D1,RALMultiRRT,8010,exact_geometry_v2,45452c52540c83c93dd16dea5f46345725de1a4ca81d04093624742757301111
1,1,1,0.010573397999905865,989.6703686653874,0.021311711721820115,0.0014207807814546744,5.41745812946067,85.33333333333333,,113,87,743,31,0,0,random,D1_50011,D1,MultiRRT,8011,exact_geometry_v2,33da67713ccff04630bf581c189de1c2cda02a6b29515c1403622af447745d93
1,1,1,0.012955419000263646,996.1295413823946,0.03278461824773999,0.0021856412165159995,0.7112213649288002,86.0,,185,149,866,35,0,0,random,D1_50011,D1,RRTStar,8011,exact_geometry_v2,33da67713ccff04630bf581c189de1c2cda02a6b29515c1403622af447745d93
1,1,1,0.015379183000050034,996.1295413823946,0.03278461824773999,0.0021856412165159995,0.7112213649288002,86.0,,185,149,1146,52,0,0,random,D1_50011,D1,RRTStarSmart,8011,exact_geometry_v2,33da67713ccff04630bf581c189de1c2cda02a6b29515c1403622af447745d93
1,1,1,0.05045525700006692,1044.5375608888125,0.016051060477563817,0.0010700706985042544,0.45839309706831344,89.0,,969,150,1655,26,97,0,random,D1_50011,D1,APFMultiRRT,8011,exact_geometry_v2,33da67713ccff04630bf581c189de1c2cda02a6b29515c1403622af447745d93
1,1,1,0.34246854900015933,1006.7093690488806,0.01664139631986641,0.0011094264213244273,2.074285476986681,86.33333333333333,,888,152,6790,27,5444,2892,random,D1_50011,D1,RALMultiRRT,8011,exact_geometry_v2,33da67713ccff04630bf581c189de1c2cda02a6b29515c1403622af447745d93
1,1,1,0.00917421999997714,972.9466142687443,0.011300325080583798,0.0007533550053722531,4.925087005931296,83.33333333333333,,137,94,656,24,0,0,random,D1_50012,D1,MultiRRT,8012,exact_geometry_v2,836ae2e9ff971ee93114ecaa2b14c9ed5668bd5d4e813121e56efbb1a9c62c1e
